KEY	VALUE	COMMENTS
__id	jp
tut.lesson-5.12	必要なものを得るためには、そのコネクションを得る必要があるのです。でも、それは後回しにしましょう。\nとりあえずこのダイアログを閉じてください。
tut.lesson-5.13	気分転換にドライブでもいこうか？お前が運転してくれ。
tut.lesson-6.title	周辺をドライブする
tut.lesson-6.1	これも近くのビジネスで、1つ先のコーナーにあります。\nそのマーカーをクリックして、何が起こるか見てみましょう。
tut.lesson-6.2	ご覧のように、いくつかの情報は表示されますが、遠すぎて訪問することはできません。\n実際に車で行って、オーナーと話をする必要があります。
tut.lesson-6.3	これはよくあることで、物事を成し遂げるためには、あなたやあなたの部下が実際にそこに行って、誰かと話をする必要があります。
tut.lesson-6.4	では車で行ってみましょう。自分のマーカーをクリックして、アクティブな状態にします。
tut.lesson-6.5	そして今度は、そのビジネスに最も近い場所を<b>右クリック</b>してください。
tut.lesson-6.6	もし正しい場所にドライブできなかったとしても大丈夫です。自分が選択されていることを確認し、ドライブしたい場所を右クリックしてください。
tut.lesson-6.7	走行中にビジネスのマーカー色が変わります。\n同じコーナーのお店が緑になったら、そのお店を訪問できることを示します。\n逆に、遠すぎる企業は濃いグレーになっています。
tut.lesson-6.8	さて、そんなこんな所でいいか、課題を用意したよ。
tut.lesson-6.9.m	いとこの{name}を見つけるまでドライブしてください。 彼は近くで{bizname}を経営しています。地下に隠した違法な在庫を整理してくれるだろう。\nただ{bizname}がどこにあるかは教えません、それが最初の仕事です。しかしこの近くにはあります。
tut.lesson-6.9.f	いとこの{name}を見つけるまでドライブしてください。 彼女は近くで{bizname}を経営しています。地下に隠した違法な在庫を整理してくれるだろう。\nただ{bizname}がどこにあるかは教えません、それが最初の仕事です。しかしこの近くにはあります。
tut.lesson-6.10.m	彼を見つけて訪問してください。今は一人にしておくよ。\nまた、移動ポイントが足りなくなったら、<b>「次のターン」</b>ボタンを押すだけです。
tut.lesson-6.10.f	彼女を見つけて訪問してください。今は一人にしておくよ。\nまた、移動ポイントが足りなくなったら、<b>「次のターン」</b>ボタンを押すだけです。
tut.lesson-6.11	<i>({name}を{bizname}で見つけるのを待っています。車で行って会話を始めてください。)</i>
tut.lesson-7.title	購入と売却
tut.lesson-7.1.m	よし、いとこの{name}を見つけたな。では、売買について聞いてみてくれ。
tut.lesson-7.1.f	よし、いとこの{name}を見つけたな。では、売買について聞いてみてくれ。
tut.lesson-7.2.m	私たちが隠し持っている <sprite name="res home-brew" tint> 自家製ビールを売ればいいようだな。
tut.lesson-7.2.f	私たちが隠し持っている <sprite name="res home-brew" tint> 自家製ビールを売ればいいようだな。
tut.lesson-7.3	ただあなたの車には何もないな。品物を持って戻ってくる必要があるんだ。\nこのダイアログを一旦閉じよう。
tut.lesson-7.4	車で隠れ家に戻り、自家製ビールを持ってこよう。
tut.lesson-7.5	<i>(隠れ家に戻るのを待っています)</i>
tut.lesson-7.6	隠れ家のダイアログを開き、ストレージのタブを選択します。
tut.lesson-7.7	<i>(ストレージパネルの表示を待っています。)</i>
tut.lesson-7.8	左側が店の中身、右側が自分の車のトランクです。店内の <sprite name="res home-brew" tint> 自家製ビールをクリックし、20個の壺を車に積み込みます。
tut.lesson-7.9	よし、これでいいです。タブを閉じてください。
tut.lesson-7.10.m	{name} の所に戻って、 <sprite name="res home-brew" tint> 自家製ビールを彼が欲しがるだけ売ってきてくれ。それが終わるまで待っているよ。
tut.lesson-7.10.f	{name} の所に戻って、 <sprite name="res home-brew" tint> 自家製ビールを彼女が欲しがるだけ売ってきてくれ。それが終わるまで待っているよ。
tut.lesson-7.11	<i>({name} に <sprite name="res home-brew" tint> 自家製ビールを売却するまで待っています)</i>
tut.lesson-8.title	役に立つ友人
tut.lesson-8.1.m	では人間関係や紹介の話をしましょう。この街で物事を成し遂げるためには、住んでいる人々について知っておく必要があります。\nいとこの{name}を訪ねて、会話を始めてみてください。
tut.lesson-8.1.f	では人間関係や紹介の話をしましょう。この街で物事を成し遂げるためには、住んでいる人々について知っておく必要があります。\nいとこの{name}を訪ねて、会話を始めてみてください。
tut.lesson-8.2	左上を見ると、{name}との関係がずいぶん改善されたことがわかります。\n人と人との取引は人間関係を良くします、特にそれが違法な取引であればなおさらです。
tut.lesson-8.3	人間関係が改善されると、<sprite name="ui tickets">恩義を集め始めます。\n{name}はあなたを高く評価しているため、<sprite name="ui tickets">を使うことができます。
tut.lesson-8.4	恩義を使ってみよう。{name}との会話で、 <sprite name="ui tickets">恩義や助け合いについて話すには、2番目の選択肢を選んでください。
tut.lesson-8.5	次に最初の選択肢を選んでみましょう。同じような商品も購入している人の <sprite name="ui social biz intro"> 紹介を求めます。
tut.lesson-8.6	{name}の友達の紹介されます。 正式に紹介してもらうためには1つの<sprite name="ui tickets">恩義を使用してください。
tut.lesson-8.7.m	いいね、{friendname}を紹介してもらえたんだな！\n友人である{name}の紹介であるため、彼はすでにあなたを信頼しており、違法な商品などについても喜んで話してくれることでしょう。
tut.lesson-8.7.f	いいね、{friendname}を紹介してもらえたんだな！\n友人である{name}の紹介であるため、彼女はすでにあなたを信頼しており、違法な商品などについても喜んで話してくれることでしょう。
tut.lesson-8.8	信頼できる友人からの紹介は、ビジネスの基礎になります。\n自分のネットワークに目を配り、できる限り紹介を受けるようにしましょう。
tut.lesson-8.9.m	今度は{friendname}のところに車で行って、<sprite name="res home-brew" tint>自家製ビールも売ってきてくれ。やり方はわかっているはずだ。終わったらまた会おう。
tut.lesson-8.9.f	今度は{friendname}のところに車で行って、<sprite name="res home-brew" tint>自家製ビールも売ってきてくれ。やり方はわかっているはずだ。終わったらまた会おう。
tut.lesson-8.10	<i>(追加で<sprite name="res home-brew" tint>自家製ビールを売るのを待っています。)</i>
tut.lesson-9.title	探検
tut.lesson-9.1	今度はこっちを見てくれ。\nこのマーカーに<sprite name="biz unscoped">のアイコンが付いているのが見えるか？ それは、まだ内容が判明していないビジネスだ。
tut.lesson-9.2	そこで何が行われているかはわからないが、調べることはできる。\nマーカーが青になったら、その角まで行ってみてくれ。\nそこで、<sprite name="biz unscoped">マーカーをクリックすれば調査できる。待っているよ。
tut.lesson-9.3	あなたは時間をかけて街角を歩き、人の出入りを観察したことで、1<sprite name="ui action pts">アクションポイントを消費することになる。\nその結果それが<b>{bizname}</b>という名前であることがわかった。何をしているのか画面上部の通知にマウスオーバーすれば、すべての詳細を見ることができるようになったぞ。
tut.lesson-9.4	街を探索し始めると、最初はすべての企業が未知数だ、どの企業を開拓するかはおまえ次第だ。
tut.lesson-9.5	ここは大都会だ、ちょっと足を伸ばしてみるのもいいかもな。
tut.lesson-9.6	未踏の地はセピア色で表示され、どのようなビジネスが行われているのか分からない。\nコーナーを探検して初めて、そこに何があるのかわかるぞ。
tut.lesson-9.7	"さあ、この未知のコーナーに車を走らせるのだ。\nただし、注意点として、これは<sprite name=""ui movement pts"">移動ポイントを大量に消費します! もし足りなければ、次のターンに進むことを忘れないでください。\n新しいコーナーを探検してきてください、私は待っています。"
tut.lesson-9.8	このように地図探索の仕組みはこうなっている。そして新しいビジネスを発見し、それを調査し、オーナーと話し、何を売り買いしているのかを知ることができます。\nただ友人からの紹介があれば、最初から信頼を得られた状態となるため良い方法と言えます。全く知らない人の信頼を得るのは非常に大変です。
tut.lesson-9.9	よし、おまえは物覚えがいいな。\nでは今度は別の仕事をお願いしよう。\n金庫に隠したビールを覚えているか？売ってしまえ、全部だ！その金で何か新しいビジネスを始めるんだ、ビール工場とか？酒場とか？\nだから{name}や他買ってくれる人にもっと売ってみて、もし紹介を受けられそうならそれに乗ってみてくれ。\n合計で<b>{amt}</b>になるまで待っているよ、続きはそれからだ。
tut.lesson-9.10	大盛況じゃないか。\nこれで資金ができただろう、この街で新しい生活を始めることができそうだな。
tut.lesson-10.title	事業
tut.lesson-10.1	では、<b>事業</b>について説明するぞ。この街で本当に儲かるのは、自分たちで違法な酒を製造して売ることだ。\n禁酒法では、酒の製造と販売が違法とされ、そのため非常に大きな利益を得ることができた。\n捕まらない限りはね。
tut.lesson-10.2	新しい事業を立ち上げるには、自分で管理できる建物とその裏にある空きスペースが必要だ。\n幸い隠れ家の裏手には十分なスペースがあるから、そこに新しい事業を作ることができそうだ。\n車で隠れ家に戻ろう。
tut.lesson-10.3	よし。まずこの現金を少し下ろしてくれ。\n隠れ家のマーカーをクリックし、ダイアログを開きます。次にストレージタブに切り替えます。
tut.lesson-10.4	あなたの車から隠れ家にたくさんの現金を移動します。 <b>ctrl</b>キーと<b>shift</b>キーを使用して、現金とリソースをまとめて移動できることを忘れないでください。\n隠れ家に<b>{amt}</b>が移動されるまで待っているよ。
tut.lesson-10.5	素晴らしい。では、空のバックルームタブに切り替えてくれ。
tut.lesson-10.6	さっき話していたバックルームを利用できそうだ。'新規事業'ボタンを押してくれ。
tut.lesson-10.7	以上が、設定できるさまざまな操作です。\nこれらは<i>今</i>、あなたが実行するできるものだけです。将来的にはもっと多くのことを学ぶことになるだろうが、今あなたが知っているのはいくつかのものを作る方法だけです。
tut.lesson-10.8	ビールに興味がある人が何人かいるので、<b>自家製ビール</b>の事業を構築して、簡単に流通させることができるようにしましょう。\n事業が選択されていることを確認し、'建築'ボタンを押します。
tut.lesson-10.9	素晴らしい。運用開始まで数ターンかかる。その間にどのように動作するかの概要を説明しよう。
tut.lesson-10.10	ここでは自家製ビールでいっぱいのせっ器製の壷を<b>生産</b>するために、醸造所が麦芽シロップと空のせっ器製の壷を<b>消費</b>しているのを見ることができる。\n詳細を表示するには、さまざまな要素の上にマウスを移動します。
tut.lesson-10.11	また、モルトシロップの貯蔵は十分ですが、せっ器製の壷が足りませんね。このままでは生産できなくなってしまうため、買い足す必要があります。
tut.lesson-10.12	また、将来的に資金と人員が増えたら、この業務にマネージャーを配置したり、アップグレードや拡張を導入したりすることも検討するといい。そうすれば利益率が格段に上がるぞ。
tut.lesson-10.13.m	叔父の力を借りて、新しい酒造りを始めるなんて最高じゃないか。ご両親も喜んでいることだろう。そうだご両親に手紙を書こう。
tut.lesson-10.13.f	叔母の力を借りて、新しい酒造りを始めるなんて最高じゃないか。ご両親も喜んでいることだろう。そうだご両親に手紙を書こう。
tut.lesson-10.14	その間にもっとせっ器製の壷を買ってきて、販売用の商品を生産するようにしなさい。\nどこで売っているかはわからないから、自分で調べてみてくれ。
tut.lesson-11.title	オーバーレイとレポート
tut.lesson-11.1	それでは、様々な場面で役立つ情報オーバーレイとレポートをご紹介します。
tut.lesson-11.2	左上には、追加情報を表示するさまざまなドロップダウンが表示されます。\n最初の1枚をクリックします。
tut.lesson-11.3	これは資源の表示です。特定のリソースを売買している知り合いが表示されます。\n「せっ器製の壷」までスクロールし、クリックすると、そのリソースの取引参加者を見ることができます。また、他の資料にも目を通すことができます。\nまた、<b>Z</b>キーを押すことで、このオーバーレイを素早く表示させることができます。
tut.lesson-11.4	また、複数のリソースを選択し、左のハイライトボタンを押すことで、選択したリソースをお気に入りとして登録することができます。お気に入り登録された資料は、このオーバーレイを開いたときに記憶されます。\nそして、右のハイライトボタンを押すことで、お気に入りを切り替えることができます。\n自由に試してみてください。終わったら、同じように左上のボタンでオーバーレイを閉じて、次に進みます。
tut.lesson-11.5	その隣には、情報オーバーレイのリストがあります。クリックすると開きます。
tut.lesson-11.6	このように、いくつものオーバーレイがありますが、ここではそのいくつかに絞って説明します。
tut.lesson-11.7	<b>リスペクト</b>オーバーレイは、あなたの近所でのリスペクトの度合いを示しています。\nテリトリーは、各ブロックのリスペクトの高さに応じて広がっていくので、リスペクトの高さを維持しながら育てていくことが重要です。その方法については、後ほど説明します。\nまた、<b>C</b>キーを押すことで、このレポートを素早く表示させることができます。\n自由に探索し、準備ができたら「続行」をクリックしてください。
tut.lesson-11.8	<b>ヒート</b>オーバーレイも非常に重要です。これは、違法行為や喧嘩などによる、各コーナーでの警察の注目度を示しています。\nヒートが高ければ高いほど、警察が突然やってくる可能性は高くなります。\nまた、このレポートは<b>X</b>を押すことですぐに表示させることができます。\n準備ができたら「続行」をクリックしてください。
tut.lesson-11.9	<b>警察管区</b> のオーバーレイは、どのコーナーがどの管区に属しているかを示しています。\n各署に一人、地域を巡回している隊長がいるので、その人と仲良くなるのもいいかもしれませんね。\n準備ができたら「続行」をクリックします。
tut.lesson-11.10	下部には、<b>ゾーニング</b>のオーバーレイがあり、都市のゾーニング規制が表示されます。\n一般的にビジネスは工業地域や商業地域に限定されていますが、住宅地域にも独自のサプライズがあるかもしれません。\n準備ができたら「続行」をクリックします。
tut.lesson-11.11	その下の<b>人口</b>のオーバーレイは、都市におけるさまざまな民族の分布を表しています。\n同じ民族の人たちは、平均より少し好感を持つ傾向があるので、それを利用する。\n準備ができたら「続行」をクリックします。
tut.lesson-11.12	さて、3つ目のドロップダウンは、レポートのコレクションです。そのボタンを押して開いてください。
tut.lesson-11.13	このドロップダウンには、ゲームのさまざまな部分に関連する、参照可能なレポートがリストアップされています。\n決算報告書が一番わかりやすいと思いますが、他の報告書もとても役に立ちます。\n確認後「続行」をクリックしてください。
tut.lesson-11.14	最後に4つ目のボタンは、ゲームに関するさまざまな情報をまとめた「禁酒法百科事典」を表示します。
tut.lesson-11.15	ゲームの要素でわからないことがあったら、まずここで確認してください。\n確認後「続行」をクリックしてください。
tut.lesson-11.16	では、物資の調達に戻りましょう。\n後ほど、テリトリーについてお話したいと思います。構成員とテリトリーを増やすことは、利益を最大化するためにも、ライバルから身を守るためにも、とても重要です。
tut.lesson-11.17	そうそう、ライバルって言ったっけ？\nまだライバルに出会っていない人も、これから出会うでしょう。でもその話も後でしましょう。\n今はビールの製造に専念してください。画面左上の目標に沿って、せっ器製の壷を買い足して、隠れ家に届けましょう。\nちなみに、車で移動して人を訪ねるときは、通常の<b>左クリック</b>の代わりに、<b>シフト左クリック</b>を使用して、他の人をスキップして、売買の会話にすぐに入ることができます。
tut.lesson-12.title	フロントとテリトリー
tut.lesson-12.1	もうひとつ重要なこと、<b>テリトリー</b>について説明しましょう。\n街角のコントロールは、成功するため基礎となるものです。\nテリトリーを支配下に置いてからでないと、事業を増やしたり、構成員を雇ったりすることはできません。
tut.lesson-12.2	今あなたのコントロール下にあるのは、隠れ家がある一角だけです。\n私の計算では、人を雇い、組織を大きくするためには5~6人は必要でしょう。
tut.lesson-12.3	コーナーのコントロールは、リスペクトから生まれます。あなたのことを知れば知るほど、あなたのリスペクト度は上がり、それが100に近づくと、コーナーはあなたに忠誠を誓うようになります。
tut.lesson-12.4	テリトリーには多くの利点があります。まず、コーナーが増えれば増えるほど、雇える人材やコントロールできる建物の数が増えます。\n次に、テリトリー内の企業からさまざまなオファーがあるため、できるだけ拡大するのがよいでしょう。\n最後にこれは言ってはいけないことかもしれませんが、あなたのテリトリー内の企業は、現金を強要することができます。残虐な行為ですし、反感を買うかもしれませんが、安定した収益源になります。
tut.lesson-12.5	そのためには、<b>フロント</b>を設定する必要があります。\nフロントとは、地域の足場を固めるために、まず一角を押さえ、その力で周囲を巻き込んでいく方法です。\nその方法をお教えします。
tut.lesson-12.6.m	いとこの{name}を訪ねて、あなたのためにフロントを張ることに興味があるかどうか聞いてきてください。
tut.lesson-12.6.f	いとこの{name}を訪ねて、あなたのためにフロントを張ることに興味があるかどうか聞いてきてください。
tut.lesson-12.7	この会話では、まず<sprite name="ui tickets">恩義ステップから始まり、<sprite name="ui tribute">フロントスタートについて質問しています。\n会話を終え、必要な現金と<sprite name="ui tickets">恩義を払ってフロントを依頼します。
tut.lesson-12.8	素晴らしい！新しいフロントが組まれたな。このコーナーがすぐに自分のテリトリーに加わったのが解るだろう！
tut.lesson-12.9	フロントは、自分のテリトリーを拡大するため、近隣からのリスペクトを集めるために使われます。また、ビジネスへの強要の場合は、彼らが現金を回収してくれる。
tut.lesson-12.10	さて、新しいフロントには、もっともっと領地を大きくできるようにリスペクトを高める努力をしてもらおう。
tut.lesson-12.11.m	いとこの{name}に戻って、今回は<sprite name="ui pip front expansion ready">あなたのテリトリーを拡大することについて彼に尋ねてみよう。\n彼が要求する金額に同意できれば、作業を開始してくれる。
tut.lesson-12.11.f	いとこの{name}に戻って、今回は<sprite name="ui pip front expansion ready">あなたのテリトリーを拡大することについて彼女に尋ねてみよう。\n彼女が要求する金額に同意できれば、作業を開始してくれる。
tut.lesson-12.12	よし、{name}は、近所での知名度アップを進めてくれている。\n7~8ターンすれば、そのコーナーがあなたを認識し、あなたのテリトリーに入るはずです。\nそれまで一緒に待っていよう。
tut.lesson-12.13	<i>(新しいコーナーがプレイヤーの領地に加わるのを待ちます。数ターンで完了するはずです。その間、あなたは自分の仕事をすることができます。)</i>
tut.lesson-12.14	これを見てくれよ！これで3つのコーナーを制圧したことになる。なかなか良いじゃないか。
tut.lesson-12.15	さて、ここで覚えておいてほしいことがあります。フロントがあなたの代わりに働いてくれるなら、それなりのコストがかかります。少なくとも月に一度は訪問し、その費用を負担するようにしてください（支払いが滞っている場合は、<sprite name="ui pip front needs"> または <sprite name="ui pip front needs urgent"> というサポートアイコンが表示されます）。\nあるいはその地域のビジネスを買収する方法もある。そうすればフロントは代金を回収し、経費として上前をはねた上で残りを現金で渡してくれる。\nこれについては、また後ほど。
tut.lesson-12.16	今度は、合計5つのコーナーになるまで広げ続けます。\nまた{name}に戻って、何度も現金を払ってコーナーを増やしてください。\nまた、別のフロントを立ち上げることもできますが、既存のフロントを中心に展開した方が長期的にはコスト的に有利になります。\n画面左のミッションリストにメモしておきます。
tut.lesson-13.title	強要
tut.lesson-13.1	強要についてそろそろ白状しましょうか。\n私自身はそんなことしないですよ。それに私はお人好しだから誰も私を怖がりません。\nでも、地元の店に行くとこの手のチンピラが何人かいて、本物のタフガイがそこらじゅうのビジネスを「保護」してどれだけ儲けているのかを自慢しているのを見かけます。\nその仕組みをお話ししましょう。
tut.lesson-13.2	まず、脆弱性のあるビジネスを特定します。例えば、このようなものです。\n自分のテリトリーであり、かつ<i>フロントに近い場所でなければならない。</i> そうでなければ、彼らはあなたを恐れないでしょう。
tut.lesson-13.3	そして、車でそこに行き、<sprite name="ui pip front extortion">保護について会話をするのです。笑顔で、でも親しげに、ね。\nすぐに理解されますよ。そして何人かはすぐに降参するでしょう、特にあなたを本当に尊敬している人たちはね。\nしかし、そうでなければ、新たな問題を抱えることになり、何か手を打たなければ、軽蔑の念を抱かれることになります。
tut.lesson-13.4	いずれにせよ、強要は厄介なビジネスであることを忘れてはならない。相手が不幸になるし、そのことで他人に文句を言われる。\n人を傷つけるようなことをするとそれが噂になり、人間関係が悪くなるかもしれません。逆にあなたが人に良いことをすれば、その人はそのことを話題にし、他の人に影響を与えるでしょう。
tut.lesson-13.5	試してみたくてウズウズしているようですね。ビジネスに乗り込んでいって、<sprite name="ui pip front extortion">不幸から守ることを話してみて、何が起こるか見てみましょう。私はここで待っています。
tut.lesson-13.6	<i>(新しく獲得したテリトリーで、<sprite name="ui pip front extortion">うまくビジネスを強要するのを待っています。)</i>
tut.lesson-13.7.m	結果的に、あなたは金儲けのために無実の人を脅し、傷つけた。\n可哀想なお母さんは、自分の坊やがどうなったか知らなくて良かったと思うよ。
tut.lesson-13.7.f	結果的に、あなたは金儲けのために無実の人を脅し、傷つけた。\n可哀想なお母さんは、自分の娘がどうなったか知らなくて良かったと思うよ。
tut.lesson-13.8	でも、これはそういうものなんです。あなたがゆすり取る人々は毎月最寄りのフロントに小さな封筒を持っていきます。フロントはそれを全て回収し、運営経費を差し引き、残りをいつでも受け取れるように用意してくれます。\nただ、定期的にフロントを訪問してお金を受け取ったり、必要であれば費用を負担することを忘れないでください。もし、フロントが倒産してしまったら、それまでに築いたテリトリーをすべて失うことになります。
tut.lesson-13.9	今度は自分のテリトリーを増やしていき、合計で5つのコーナーを持つようにします。\nまず、自分のフロントのオーナーが<sprite name="ui pip front needs">サポートや<sprite name="ui pip front needs urgent">緊急サポートを必要としている場合、助けにいきましょう。\n次に、フロントのオーナーに相談して、<sprite name="ui pip front expansion ready">コーナーを拡大する準備を進めることです。\nそして、5コーナーまではまだ時間がかかりそうなので、引き続き自家製ビールを製造・販売し、さらなる紹介を得ましょう、期待しています。ではまた。
tut.lesson-14.title	採用
tut.lesson-14.1	そして、テリトリーが広くなったところで、もう一人構成員を増やそうかと考えています。\n構成員の数が多ければ多いほど、1ターンにできることが増えます。例えば、配達を担当させながら、自分が重要な仕事をすることも可能です。
tut.lesson-14.2	また、構成員の人数が多ければ、ライバルから身を守ることもできます。一旦、敵に遭遇してしまえば、その時はその時です。
tut.lesson-14.3	より多くの構成員を雇うには、マーカーに<sprite name="ui pip social crew"> 雇い人のアイコンがあるオーナーを探せばよいでしょう。彼らは興味のある人を知っています。\nその人のことをもっと知るためには、車で移動して話を聞く必要があります。
tut.lesson-14.4	候補者と話しながら、その人の性格的な特徴を探ってください。仕事によっては、とても重要なことです。\n候補者と話しながら、その人の性格的な特徴を探ってください。例えば、管理職には無頓着な人を、筋肉マンには弱い人を採用したくないでしょう。\n(構成員になりそうな人のリストを見るには、<sprite name="ui info"> レポートダイアログを開き、<sprite name="ui crew list"> 構成員リストを見ることもできます。)
tut.lesson-14.5	さあ、誰かを雇ってみてください。待っているよ。
tut.lesson-14.6	<i>(2人目の構成員を雇うのを待っています。)</i>
tut.lesson-14.7	よし！構成員の人数が2倍になったぞ！\n右側のリストに新しい構成員が表示されます。
tut.lesson-14.8	通常のゲームでは、この新しい構成員のために新しい車両を購入する必要があります。\nしかし、このチュートリアルでは、古いトラックを手に入れたので、それを利用することができます。\nあなたの隠れ家の前に置いてきたので、この車両を新しい構成員に割り当ててみてくれ、どうすればいいか分かると信じてる。
tut.lesson-14.9	<i>(新入りへの車両割り当てを待っています。)</i>
tut.lesson-14.10	やったな！これで新しい構成員は活躍の場が広がりました。\n手動で指示したい場合は、リスト内のカードをクリックし、行き先や行動を指示すればよいのです。あなたができることは、すべて彼らにもできるのです。\nまた、特定の<b>配送ルート</b>を割り当てれば、特定の配送スケジュールに従って配送することも可能です。\nすぐに設定してみましょう。
tut.lesson-14.11	左側のミッションが完了したら、隠れ家にいる私を訪ねてくれ。\nまた何かを用意しておくよ。
tut.lesson-15.title	配達
tut.lesson-15.1	2人目の構成員ができたので、仕事の一部を任せることができるようになりました。 商品の売り込み、材料の買い付け、フロントへの訪問などです。\nさあ、やってみましょう。新入社員は、喉が渇いたお客さんに自家製ビールを届けるための基本的な配達ルートを数ステップで走らせることができます。\n右側の<b>配達</b>のボタンをクリックすると開始されます。
tut.lesson-15.2	まず、この配達を実行する人を割り当てる必要があります。 <b> + </b>ボタンをクリックします。
tut.lesson-15.3	ここで<b>ドライバーの割り当て</b>を選択し、新しいトラックと構成員をこのルートに乗せます。自分自身を追加しないように注意してください。お酒の配達よりも大事なことがあるはずです。
tut.lesson-15.4	素晴らしい！では、配送スケジュールを作成します。これは運転手が金庫からビールを受け取って、あちこちに売りに行くという手順書です。\n現在、スケジュールは空ですので、<b>次のステップを追加する</b>をクリックします。
tut.lesson-15.5	納品ステップでは、何をするのか、どこに行くのかを指定する必要があります。まずは倉庫にある自家製ビールを受け取ってもらうところから始めます。\nそこでまず、最初のステップを<b>在庫から荷積み</b> に変更します。
tut.lesson-15.6	このアクションは隠れ家で行われますが、どのリソースをピックアップする必要があるかを選択する必要があります。\nリストから<b>自家製ビール</b>を選択します。
tut.lesson-15.7	この時点で、車両に転送する量を正確に指定できます。 現在の選択は<b>全部</b>です。これは、可能な限り多くのことを行うことを意味します。これはまさに私たちが望んでいることです。\n他の可能性は、特定の量（<b>数量</b>）を選択するか、ストレージに一定量が残っていることを確認して残りを取得する（<b>すべてを除く</b>）、または 車両に一定量が含まれるまで（<b>まで</b>）、物を車両に移動します。\nとりあえず、自家製ビールをトラックに積んでもらおうということで、<b>全部</b>のままにしています。\n数量を選択したので、下の左端のボタンをクリックして、<b><sprite name="ui save step"> このステップを保存して、配送スケジュールに戻る</b>をクリックします。
tut.lesson-15.8	自家製ビールを買うように言ったので、販売を開始するように言う必要があります。 強調表示された<b>次のステップを追加</b>ボタンをもう一度クリックすると、商品をどこに置くかが決まります。
tut.lesson-15.9	アクションを<b>材料の売却</b>に変更し、リソースのリストから<b>自家製ビール</b>を選択します。\n目的地のリストも変更され、自家製ビールを購入することを知っているすべての企業が含まれます。 繰り返しになりますが、現在購入する最大数（<b>全部</b>）を販売するか、試して販売する数量（<b>数量</b>）を選択するかを選択できます。 今のところ、私たちは彼らが取る限りそれらを売ろうとします。\nうまくいったら、真ん中の<b><sprite name="ui save add new"> 保存して新しいステップを追加</b> というボタンをクリックします。 - このステップを保存して、すぐに複製を作成します。
tut.lesson-15.10	"では、その様子をご覧ください - ""保存して追加""をクリックすると、前のステップと同じ設定の新しいステップができました。もちろん、同じ企業に再び販売することはないので、販売先を変更しましょう。\n地図上には、あなたの自家製ビールを買い取りたいお店が表示されています。その中から好きなお店を選んでクリックするだけで、新しい目的地に行くことができます。\nさあ、試してみてください！ これは配達に多くのステップを簡単に追加し、ドライバーが賢明なルートをたどっていることを確認するための優れた方法です。 完了したら、<b> <sprite name="ui save add new">保存して新しいステップを追加</b>ボタンをクリックします。"
tut.lesson-15.11	ドライバーはビールを売った後、多額の現金を手にすることになりますが、それを持ったまま運転されるのは困るでしょう。そこで、現金を隠れ家に置いてくるステップを追加しましょう。\n作成した新しいステップで、アクションを<b>在庫に荷降ろし</b>に変更してから、リソースを<b>現金</b>に変更します。\n左端の<b><sprite name="ui save step"> 保存して戻る</b>をクリックすると、ステップが保存され、経路の概要に戻ることができます。
tut.lesson-15.12	シンプルな配送ルートだ！ 次に<b> <sprite name="ui start job">この配達を開始</b>を押すとすぐに、次のターンにジョブが開始され、指示に従います。\n次に、ドライバーがリストの最後のステップに到達すると、ドライバーは最初からやり直し、停止するように指示するまでこれを続けます。 ドライバーは割り当てられたタスクを実行するときに移動ポイントとアクションポイントを使い果たすことを忘れないでください。そのため、仕事に適した人を選択し、経験のアップグレードを賢く使用するようにしてください。\nでは、<b><sprite name="ui start job">この配達を開始</b>をクリックして、スタートします。
tut.lesson-15.13	その他、配送ルートについて少しお話させてください。\nルート名をクリックすると、ルート名を変更することができます。これで管理しやすくなるかもしれませんね。\nステップ番号をクリックして位置を変更したり、上下の矢印をクリックすることで、配信ステップの順番を変更することができます。\n最後に、<sprite name="ui mute step">でステップの有効/無効を切り替えたり、<sprite name="ui start here">で次のターンで特定のステップに強制的に移動させることができます。
tut.lesson-15.14	というわけで、構成員の配達業務の基本は理解できたと思う。今回は自家製ビールを売るという設定だったが、それ以外にも、例えば、ビールを作るのに必要な資材をピックアップしてもらうこともできる。\nでは、せっ器の壺も買うために、もう少しステップを増やしたらどうだろう。その際、現金の受け渡しをするステップを加え、さらに2~3カ所、せっ器の壺を売っている店に立ち寄り、そのせっ器の壺を自分の隠れ家まで持ってくるようにするんだ。
tut.lesson-15.15	それができれば、自家製ビールの製造も順調に進むだろう。街を散策したり、新しい人と出会ったり、ミッションをこなしたり、スキルを身につけたり、テリトリーを広げたり…ボスがやるべきことはたくさんあるだろう。
tut.lesson-16.title	卒業
tut.lesson-16.1.m	親愛なる甥よ、最後に忠告しておこう。
tut.lesson-16.1.f	親愛なる姪よ、最後に忠告しておきたいことがある。
tut.lesson-16.2	まず、建物を増築するべきだ。そうすれば拠点が大幅に増える。\n<sprite name="ui pip social expansion"> 建物拡大アイコン、彼らは積極的に機会を探している人々を探しましょう。\n備忘録として、あなたのリストに新しいミッションを追加しておくよ。
tut.lesson-16.3	次に、テリトリーと人脈の両方を<b>拡大</b>し続けるんだ。\nチャンスはたくさんあるだろうが、それは自分の名前を知られた人にしか訪れない。
tut.lesson-16.4	第三に、あなたが知らないことがまだたくさんあるだろう。 人と話すときは、新しい<b>スキル</b>を学び、まだ調べていない<b>リソース</b>についてもっと調べてみてくれ。 いくつかは本当に有益な可能性があるだろう。
